[2023-11-14T04:54:44.705+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-14T04:54:43.338226+00:00 [queued]>
[2023-11-14T04:54:44.715+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-14T04:54:43.338226+00:00 [queued]>
[2023-11-14T04:54:44.715+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2023-11-14T04:54:44.727+0000] {taskinstance.py:1380} INFO - Executing <Task(DockerOperator): train_task> on 2023-11-14 04:54:43.338226+00:00
[2023-11-14T04:54:44.731+0000] {standard_task_runner.py:57} INFO - Started process 153 to run task
[2023-11-14T04:54:44.734+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'docker_cb', 'train_task', 'manual__2023-11-14T04:54:43.338226+00:00', '--job-id', '18', '--raw', '--subdir', 'DAGS_FOLDER/catboost/docker.py', '--cfg-path', '/tmp/tmpv12d24kl']
[2023-11-14T04:54:44.735+0000] {standard_task_runner.py:85} INFO - Job 18: Subtask train_task
[2023-11-14T04:54:44.777+0000] {task_command.py:415} INFO - Running <TaskInstance: docker_cb.train_task manual__2023-11-14T04:54:43.338226+00:00 [running]> on host 184a7c5917fb
[2023-11-14T04:54:44.849+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='docker_cb' AIRFLOW_CTX_TASK_ID='train_task' AIRFLOW_CTX_EXECUTION_DATE='2023-11-14T04:54:43.338226+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-11-14T04:54:43.338226+00:00'
[2023-11-14T04:54:44.918+0000] {docker.py:337} INFO - Starting docker container from image dunghoang99/***-cb-stage:0.0.1
[2023-11-14T04:54:44.966+0000] {docker.py:345} WARNING - Using remote engine or docker-in-docker and mounting temporary volume from host is not supported. Falling back to `mount_tmp_dir=False` mode. You can set `mount_tmp_dir` parameter to False to disable mounting and remove the warning
[2023-11-14T04:54:46.469+0000] {docker.py:406} INFO - Data train: X_train shape (10099, 8), y_train shape (10099,)
Data test: X_test shape (1123, 8), y_test shape (1123,)
0:	learn: 0.6923545	total: 77ms	remaining: 1m 16s
386:	learn: 0.6307977	total: 812ms	remaining: 1.29s
387:	learn: 0.6306638	total: 814ms	remaining: 1.28s
388:	learn: 0.6305415	total: 816ms	remaining: 1.28s
389:	learn: 0.6304331	total: 817ms	remaining: 1.28s
390:	learn: 0.6303814	total: 819ms	remaining: 1.27s
391:	learn: 0.6302764	total: 821ms	remaining: 1.27s
392:	learn: 0.6301565	total: 823ms	remaining: 1.27s
393:	learn: 0.6299922	total: 824ms	remaining: 1.27s
394:	learn: 0.6298995	total: 826ms	remaining: 1.26s
395:	learn: 0.6297126	total: 828ms	remaining: 1.26s
396:	learn: 0.6296159	total: 830ms	remaining: 1.26s
397:	learn: 0.6294850	total: 831ms	remaining: 1.26s
398:	learn: 0.6293827	total: 833ms	remaining: 1.25s
399:	learn: 0.6292972	total: 835ms	remaining: 1.25s
400:	learn: 0.6292146	total: 837ms	remaining: 1.25s
401:	learn: 0.6291288	total: 838ms	remaining: 1.25s
402:	learn: 0.6289567	total: 840ms	remaining: 1.24s
403:	learn: 0.6288679	total: 842ms	remaining: 1.24s
404:	learn: 0.6286697	total: 843ms	remaining: 1.24s
405:	learn: 0.6286098	total: 845ms	remaining: 1.24s
406:	learn: 0.6284586	total: 847ms	remaining: 1.23s
407:	learn: 0.6283428	total: 849ms	remaining: 1.23s
408:	learn: 0.6281978	total: 851ms	remaining: 1.23s
409:	learn: 0.6280356	total: 853ms	remaining: 1.23s
410:	learn: 0.6280356	total: 853ms	remaining: 1.22s
411:	learn: 0.6279721	total: 855ms	remaining: 1.22s
412:	learn: 0.6278084	total: 857ms	remaining: 1.22s
413:	learn: 0.6276854	total: 859ms	remaining: 1.22s
414:	learn: 0.6275563	total: 861ms	remaining: 1.21s
415:	learn: 0.6274238	total: 862ms	remaining: 1.21s
416:	learn: 0.6273017	total: 864ms	remaining: 1.21s
417:	learn: 0.6272296	total: 866ms	remaining: 1.21s
418:	learn: 0.6271100	total: 867ms	remaining: 1.2s
419:	learn: 0.6269836	total: 869ms	remaining: 1.2s
420:	learn: 0.6268295	total: 871ms	remaining: 1.2s
421:	learn: 0.6267429	total: 873ms	remaining: 1.2s
422:	learn: 0.6266819	total: 874ms	remaining: 1.19s
423:	learn: 0.6265600	total: 876ms	remaining: 1.19s
424:	learn: 0.6264649	total: 878ms	remaining: 1.19s
425:	learn: 0.6263729	total: 880ms	remaining: 1.19s
426:	learn: 0.6262960	total: 882ms	remaining: 1.18s
427:	learn: 0.6262138	total: 883ms	remaining: 1.18s
428:	learn: 0.6260509	total: 885ms	remaining: 1.18s
429:	learn: 0.6260509	total: 886ms	remaining: 1.17s
430:	learn: 0.6259464	total: 887ms	remaining: 1.17s
431:	learn: 0.6258391	total: 889ms	remaining: 1.17s
432:	learn: 0.6256904	total: 891ms	remaining: 1.17s
433:	learn: 0.6255751	total: 893ms	remaining: 1.16s
434:	learn: 0.6254203	total: 894ms	remaining: 1.16s
435:	learn: 0.6252360	total: 896ms	remaining: 1.16s
436:	learn: 0.6251150	total: 898ms	remaining: 1.16s
437:	learn: 0.6249570	total: 900ms	remaining: 1.15s
438:	learn: 0.6247714	total: 902ms	remaining: 1.15s
439:	learn: 0.6246823	total: 904ms	remaining: 1.15s
440:	learn: 0.6245888	total: 906ms	remaining: 1.15s
441:	learn: 0.6245143	total: 907ms	remaining: 1.15s
442:	learn: 0.6244528	total: 909ms	remaining: 1.14s
443:	learn: 0.6243121	total: 911ms	remaining: 1.14s
444:	learn: 0.6241623	total: 913ms	remaining: 1.14s
445:	learn: 0.6240554	total: 915ms	remaining: 1.14s
446:	learn: 0.6239575	total: 916ms	remaining: 1.13s
447:	learn: 0.6239317	total: 918ms	remaining: 1.13s
448:	learn: 0.6238319	total: 919ms	remaining: 1.13s
449:	learn: 0.6237147	total: 921ms	remaining: 1.13s
450:	learn: 0.6235994	total: 923ms	remaining: 1.12s
451:	learn: 0.6234537	total: 925ms	remaining: 1.12s
452:	learn: 0.6234537	total: 925ms	remaining: 1.12s
453:	learn: 0.6234131	total: 927ms	remaining: 1.11s
454:	learn: 0.6232737	total: 929ms	remaining: 1.11s
455:	learn: 0.6231524	total: 932ms	remaining: 1.11s
456:	learn: 0.6230397	total: 933ms	remaining: 1.11s
457:	learn: 0.6228921	total: 935ms	remaining: 1.11s
458:	learn: 0.6227709	total: 937ms	remaining: 1.1s
459:	learn: 0.6226567	total: 939ms	remaining: 1.1s
460:	learn: 0.6225236	total: 940ms	remaining: 1.1s
461:	learn: 0.6223781	total: 942ms	remaining: 1.1s
462:	learn: 0.6223077	total: 944ms	remaining: 1.09s
463:	learn: 0.6222188	total: 947ms	remaining: 1.09s
464:	learn: 0.6221189	total: 948ms	remaining: 1.09s
465:	learn: 0.6220332	total: 950ms	remaining: 1.09s
466:	learn: 0.6219585	total: 951ms	remaining: 1.08s
467:	learn: 0.6217562	total: 953ms	remaining: 1.08s
468:	learn: 0.6216426	total: 955ms	remaining: 1.08s
469:	learn: 0.6214774	total: 957ms	remaining: 1.08s
470:	learn: 0.6213476	total: 958ms	remaining: 1.08s
471:	learn: 0.6211440	total: 960ms	remaining: 1.07s
[2023-11-14T04:54:47.373+0000] {docker.py:406} INFO - 472:	learn: 0.6210928	total: 962ms	remaining: 1.07s
473:	learn: 0.6209256	total: 964ms	remaining: 1.07s
474:	learn: 0.6208523	total: 967ms	remaining: 1.07s
475:	learn: 0.6207312	total: 969ms	remaining: 1.07s
476:	learn: 0.6206322	total: 970ms	remaining: 1.06s
477:	learn: 0.6205293	total: 972ms	remaining: 1.06s
478:	learn: 0.6204387	total: 974ms	remaining: 1.06s
479:	learn: 0.6203276	total: 976ms	remaining: 1.06s
480:	learn: 0.6202013	total: 978ms	remaining: 1.05s
481:	learn: 0.6201027	total: 980ms	remaining: 1.05s
482:	learn: 0.6199864	total: 982ms	remaining: 1.05s
483:	learn: 0.6198647	total: 984ms	remaining: 1.05s
484:	learn: 0.6197893	total: 985ms	remaining: 1.05s
485:	learn: 0.6196563	total: 988ms	remaining: 1.04s
486:	learn: 0.6195380	total: 990ms	remaining: 1.04s
487:	learn: 0.6193138	total: 991ms	remaining: 1.04s
488:	learn: 0.6192141	total: 993ms	remaining: 1.04s
489:	learn: 0.6191219	total: 995ms	remaining: 1.03s
490:	learn: 0.6189904	total: 997ms	remaining: 1.03s
491:	learn: 0.6189125	total: 998ms	remaining: 1.03s
492:	learn: 0.6188145	total: 1s	remaining: 1.03s
493:	learn: 0.6186781	total: 1s	remaining: 1.03s
494:	learn: 0.6185692	total: 1s	remaining: 1.02s
495:	learn: 0.6184836	total: 1s	remaining: 1.02s
496:	learn: 0.6183807	total: 1.01s	remaining: 1.02s
497:	learn: 0.6182751	total: 1.01s	remaining: 1.02s
498:	learn: 0.6180984	total: 1.01s	remaining: 1.01s
499:	learn: 0.6180262	total: 1.01s	remaining: 1.01s
500:	learn: 0.6179351	total: 1.01s	remaining: 1.01s
501:	learn: 0.6177696	total: 1.01s	remaining: 1.01s
502:	learn: 0.6176762	total: 1.02s	remaining: 1s
503:	learn: 0.6175644	total: 1.02s	remaining: 1s
504:	learn: 0.6174453	total: 1.02s	remaining: 1000ms
505:	learn: 0.6174023	total: 1.02s	remaining: 997ms
506:	learn: 0.6173151	total: 1.02s	remaining: 995ms
507:	learn: 0.6171657	total: 1.02s	remaining: 993ms
508:	learn: 0.6170813	total: 1.03s	remaining: 990ms
509:	learn: 0.6169006	total: 1.03s	remaining: 988ms
510:	learn: 0.6167746	total: 1.03s	remaining: 986ms
511:	learn: 0.6167084	total: 1.03s	remaining: 984ms
512:	learn: 0.6165966	total: 1.03s	remaining: 981ms
513:	learn: 0.6164887	total: 1.03s	remaining: 979ms
514:	learn: 0.6163787	total: 1.04s	remaining: 977ms
515:	learn: 0.6162456	total: 1.04s	remaining: 975ms
516:	learn: 0.6160456	total: 1.04s	remaining: 972ms
517:	learn: 0.6159373	total: 1.04s	remaining: 970ms
518:	learn: 0.6158952	total: 1.04s	remaining: 968ms
519:	learn: 0.6158095	total: 1.05s	remaining: 966ms
520:	learn: 0.6157180	total: 1.05s	remaining: 965ms
521:	learn: 0.6155973	total: 1.05s	remaining: 963ms
522:	learn: 0.6154672	total: 1.05s	remaining: 961ms
523:	learn: 0.6153784	total: 1.06s	remaining: 960ms
524:	learn: 0.6152734	total: 1.06s	remaining: 958ms
525:	learn: 0.6151918	total: 1.06s	remaining: 956ms
526:	learn: 0.6150743	total: 1.06s	remaining: 953ms
527:	learn: 0.6149737	total: 1.07s	remaining: 953ms
528:	learn: 0.6147595	total: 1.07s	remaining: 951ms
529:	learn: 0.6146458	total: 1.07s	remaining: 949ms
530:	learn: 0.6145814	total: 1.07s	remaining: 946ms
531:	learn: 0.6145101	total: 1.07s	remaining: 944ms
532:	learn: 0.6144299	total: 1.07s	remaining: 942ms
533:	learn: 0.6142412	total: 1.08s	remaining: 940ms
534:	learn: 0.6141756	total: 1.08s	remaining: 938ms
535:	learn: 0.6140862	total: 1.08s	remaining: 936ms
536:	learn: 0.6139905	total: 1.08s	remaining: 933ms
537:	learn: 0.6138335	total: 1.08s	remaining: 931ms
538:	learn: 0.6137928	total: 1.09s	remaining: 931ms
539:	learn: 0.6136780	total: 1.09s	remaining: 928ms
540:	learn: 0.6135036	total: 1.09s	remaining: 926ms
541:	learn: 0.6133998	total: 1.09s	remaining: 924ms
542:	learn: 0.6132955	total: 1.09s	remaining: 922ms
543:	learn: 0.6131732	total: 1.1s	remaining: 920ms
544:	learn: 0.6130442	total: 1.1s	remaining: 918ms
545:	learn: 0.6129667	total: 1.1s	remaining: 916ms
546:	learn: 0.6128662	total: 1.1s	remaining: 914ms
547:	learn: 0.6128030	total: 1.1s	remaining: 912ms
548:	learn: 0.6126894	total: 1.11s	remaining: 909ms
549:	learn: 0.6126088	total: 1.11s	remaining: 907ms
550:	learn: 0.6125312	total: 1.11s	remaining: 905ms
551:	learn: 0.6124693	total: 1.11s	remaining: 903ms
552:	learn: 0.6122937	total: 1.11s	remaining: 901ms
553:	learn: 0.6122089	total: 1.12s	remaining: 899ms
554:	learn: 0.6122077	total: 1.12s	remaining: 896ms
555:	learn: 0.6120588	total: 1.12s	remaining: 894ms
556:	learn: 0.6119519	total: 1.12s	remaining: 891ms
557:	learn: 0.6117772	total: 1.12s	remaining: 889ms
558:	learn: 0.6116340	total: 1.12s	remaining: 887ms
559:	learn: 0.6115722	total: 1.13s	remaining: 885ms
560:	learn: 0.6114904	total: 1.13s	remaining: 882ms
561:	learn: 0.6114182	total: 1.13s	remaining: 880ms
562:	learn: 0.6113002	total: 1.13s	remaining: 878ms
563:	learn: 0.6112423	total: 1.13s	remaining: 876ms
564:	learn: 0.6112295	total: 1.13s	remaining: 874ms
565:	learn: 0.6111500	total: 1.14s	remaining: 871ms
566:	learn: 0.6110689	total: 1.14s	remaining: 869ms
567:	learn: 0.6109381	total: 1.14s	remaining: 867ms
568:	learn: 0.6108695	total: 1.14s	remaining: 865ms
569:	learn: 0.6107041	total: 1.14s	remaining: 863ms
570:	learn: 0.6106115	total: 1.15s	remaining: 860ms
571:	learn: 0.6105060	total: 1.15s	remaining: 858ms
572:	learn: 0.6103796	total: 1.15s	remaining: 856ms
573:	learn: 0.6102991	total: 1.15s	remaining: 854ms
574:	learn: 0.6101938	total: 1.15s	remaining: 852ms
575:	learn: 0.6100903	total: 1.15s	remaining: 850ms
576:	learn: 0.6100025	total: 1.16s	remaining: 847ms
577:	learn: 0.6098966	total: 1.16s	remaining: 845ms
578:	learn: 0.6097982	total: 1.16s	remaining: 843ms
579:	learn: 0.6096434	total: 1.16s	remaining: 841ms
580:	learn: 0.6095652	total: 1.16s	remaining: 839ms
581:	learn: 0.6094722	total: 1.17s	remaining: 837ms
582:	learn: 0.6094164	total: 1.17s	remaining: 835ms
583:	learn: 0.6093740	total: 1.17s	remaining: 833ms
584:	learn: 0.6093186	total: 1.17s	remaining: 830ms
585:	learn: 0.6092638	total: 1.17s	remaining: 829ms
586:	learn: 0.6090566	total: 1.17s	remaining: 826ms
587:	learn: 0.6089740	total: 1.18s	remaining: 824ms
588:	learn: 0.6088874	total: 1.18s	remaining: 822ms
589:	learn: 0.6087092	total: 1.18s	remaining: 820ms
590:	learn: 0.6085722	total: 1.18s	remaining: 818ms
591:	learn: 0.6084803	total: 1.18s	remaining: 816ms
592:	learn: 0.6084392	total: 1.19s	remaining: 813ms
593:	learn: 0.6083359	total: 1.19s	remaining: 811ms
594:	learn: 0.6082674	total: 1.19s	remaining: 809ms
595:	learn: 0.6081754	total: 1.19s	remaining: 807ms
596:	learn: 0.6081297	total: 1.19s	remaining: 805ms
597:	learn: 0.6080050	total: 1.19s	remaining: 803ms
598:	learn: 0.6078888	total: 1.2s	remaining: 800ms
599:	learn: 0.6077513	total: 1.2s	remaining: 798ms
600:	learn: 0.6076531	total: 1.2s	remaining: 796ms
601:	learn: 0.6075413	total: 1.2s	remaining: 794ms
602:	learn: 0.6074877	total: 1.2s	remaining: 792ms
603:	learn: 0.6074039	total: 1.2s	remaining: 789ms
604:	learn: 0.6073348	total: 1.21s	remaining: 787ms
605:	learn: 0.6072145	total: 1.21s	remaining: 785ms
606:	learn: 0.6071670	total: 1.21s	remaining: 783ms
607:	learn: 0.6071075	total: 1.21s	remaining: 781ms
608:	learn: 0.6070028	total: 1.21s	remaining: 779ms
609:	learn: 0.6069359	total: 1.21s	remaining: 776ms
610:	learn: 0.6068634	total: 1.22s	remaining: 774ms
611:	learn: 0.6067466	total: 1.22s	remaining: 772ms
612:	learn: 0.6066537	total: 1.22s	remaining: 770ms
613:	learn: 0.6065326	total: 1.22s	remaining: 768ms
614:	learn: 0.6063912	total: 1.22s	remaining: 766ms
615:	learn: 0.6062132	total: 1.22s	remaining: 763ms
616:	learn: 0.6060704	total: 1.23s	remaining: 761ms
617:	learn: 0.6059390	total: 1.23s	remaining: 759ms
618:	learn: 0.6058713	total: 1.23s	remaining: 757ms
619:	learn: 0.6057550	total: 1.23s	remaining: 755ms
620:	learn: 0.6057052	total: 1.23s	remaining: 753ms
621:	learn: 0.6056852	total: 1.23s	remaining: 750ms
622:	learn: 0.6055799	total: 1.24s	remaining: 748ms
623:	learn: 0.6054673	total: 1.24s	remaining: 746ms
624:	learn: 0.6054069	total: 1.24s	remaining: 744ms
625:	learn: 0.6053312	total: 1.24s	remaining: 742ms
626:	learn: 0.6051600	total: 1.24s	remaining: 740ms
627:	learn: 0.6049576	total: 1.24s	remaining: 737ms
628:	learn: 0.6048490	total: 1.25s	remaining: 735ms
629:	learn: 0.6047749	total: 1.25s	remaining: 733ms
[2023-11-14T04:54:47.673+0000] {docker.py:406} INFO - 630:	learn: 0.6046933	total: 1.25s	remaining: 731ms
631:	learn: 0.6046094	total: 1.25s	remaining: 730ms
632:	learn: 0.6044353	total: 1.25s	remaining: 728ms
633:	learn: 0.6043207	total: 1.26s	remaining: 726ms
634:	learn: 0.6042230	total: 1.26s	remaining: 724ms
635:	learn: 0.6041278	total: 1.26s	remaining: 722ms
636:	learn: 0.6040377	total: 1.26s	remaining: 720ms
637:	learn: 0.6039709	total: 1.26s	remaining: 718ms
638:	learn: 0.6038374	total: 1.27s	remaining: 715ms
639:	learn: 0.6037782	total: 1.27s	remaining: 713ms
640:	learn: 0.6036384	total: 1.27s	remaining: 711ms
641:	learn: 0.6035739	total: 1.27s	remaining: 709ms
642:	learn: 0.6034793	total: 1.27s	remaining: 707ms
643:	learn: 0.6033878	total: 1.27s	remaining: 705ms
644:	learn: 0.6032866	total: 1.28s	remaining: 703ms
645:	learn: 0.6032062	total: 1.28s	remaining: 701ms
646:	learn: 0.6030868	total: 1.28s	remaining: 699ms
647:	learn: 0.6029938	total: 1.28s	remaining: 697ms
648:	learn: 0.6028860	total: 1.28s	remaining: 695ms
649:	learn: 0.6027671	total: 1.29s	remaining: 693ms
650:	learn: 0.6026900	total: 1.29s	remaining: 691ms
651:	learn: 0.6026424	total: 1.29s	remaining: 689ms
652:	learn: 0.6025217	total: 1.29s	remaining: 687ms
653:	learn: 0.6023912	total: 1.29s	remaining: 685ms
654:	learn: 0.6022715	total: 1.3s	remaining: 683ms
655:	learn: 0.6022150	total: 1.3s	remaining: 681ms
656:	learn: 0.6021426	total: 1.3s	remaining: 678ms
657:	learn: 0.6020810	total: 1.3s	remaining: 676ms
658:	learn: 0.6019780	total: 1.3s	remaining: 674ms
659:	learn: 0.6018520	total: 1.3s	remaining: 672ms
660:	learn: 0.6016971	total: 1.31s	remaining: 670ms
661:	learn: 0.6015920	total: 1.31s	remaining: 668ms
662:	learn: 0.6015157	total: 1.31s	remaining: 666ms
663:	learn: 0.6014053	total: 1.31s	remaining: 664ms
664:	learn: 0.6012893	total: 1.31s	remaining: 662ms
665:	learn: 0.6011772	total: 1.31s	remaining: 660ms
666:	learn: 0.6011102	total: 1.32s	remaining: 658ms
667:	learn: 0.6009869	total: 1.32s	remaining: 656ms
668:	learn: 0.6009087	total: 1.32s	remaining: 654ms
669:	learn: 0.6008322	total: 1.32s	remaining: 652ms
670:	learn: 0.6007167	total: 1.32s	remaining: 649ms
671:	learn: 0.6005667	total: 1.33s	remaining: 647ms
672:	learn: 0.6004829	total: 1.33s	remaining: 645ms
673:	learn: 0.6003507	total: 1.33s	remaining: 643ms
674:	learn: 0.6002303	total: 1.33s	remaining: 641ms
675:	learn: 0.6001088	total: 1.33s	remaining: 639ms
676:	learn: 0.6000533	total: 1.33s	remaining: 637ms
677:	learn: 0.5999437	total: 1.34s	remaining: 635ms
678:	learn: 0.5998976	total: 1.34s	remaining: 633ms
679:	learn: 0.5997578	total: 1.34s	remaining: 631ms
680:	learn: 0.5996726	total: 1.34s	remaining: 629ms
681:	learn: 0.5995687	total: 1.34s	remaining: 627ms
682:	learn: 0.5994953	total: 1.34s	remaining: 625ms
683:	learn: 0.5993978	total: 1.35s	remaining: 623ms
684:	learn: 0.5993031	total: 1.35s	remaining: 621ms
685:	learn: 0.5992445	total: 1.35s	remaining: 618ms
686:	learn: 0.5991299	total: 1.35s	remaining: 616ms
687:	learn: 0.5990325	total: 1.35s	remaining: 614ms
688:	learn: 0.5989902	total: 1.36s	remaining: 612ms
689:	learn: 0.5988753	total: 1.36s	remaining: 610ms
690:	learn: 0.5987664	total: 1.36s	remaining: 608ms
691:	learn: 0.5987009	total: 1.36s	remaining: 606ms
692:	learn: 0.5985753	total: 1.36s	remaining: 604ms
693:	learn: 0.5984900	total: 1.36s	remaining: 602ms
694:	learn: 0.5984148	total: 1.37s	remaining: 600ms
695:	learn: 0.5983357	total: 1.37s	remaining: 598ms
696:	learn: 0.5982749	total: 1.37s	remaining: 596ms
697:	learn: 0.5981909	total: 1.37s	remaining: 594ms
698:	learn: 0.5980910	total: 1.37s	remaining: 592ms
699:	learn: 0.5980260	total: 1.38s	remaining: 590ms
700:	learn: 0.5979191	total: 1.38s	remaining: 588ms
701:	learn: 0.5978037	total: 1.38s	remaining: 585ms
702:	learn: 0.5977343	total: 1.38s	remaining: 583ms
703:	learn: 0.5976170	total: 1.38s	remaining: 581ms
704:	learn: 0.5975095	total: 1.38s	remaining: 579ms
705:	learn: 0.5974202	total: 1.39s	remaining: 577ms
706:	learn: 0.5973473	total: 1.39s	remaining: 575ms
707:	learn: 0.5972137	total: 1.39s	remaining: 573ms
708:	learn: 0.5970867	total: 1.39s	remaining: 571ms
709:	learn: 0.5969810	total: 1.39s	remaining: 569ms
710:	learn: 0.5969333	total: 1.4s	remaining: 567ms
711:	learn: 0.5968795	total: 1.4s	remaining: 565ms
712:	learn: 0.5967732	total: 1.4s	remaining: 563ms
713:	learn: 0.5967403	total: 1.4s	remaining: 561ms
714:	learn: 0.5966134	total: 1.4s	remaining: 559ms
715:	learn: 0.5965445	total: 1.4s	remaining: 557ms
716:	learn: 0.5964703	total: 1.41s	remaining: 555ms
717:	learn: 0.5963553	total: 1.41s	remaining: 554ms
718:	learn: 0.5962813	total: 1.41s	remaining: 552ms
719:	learn: 0.5961982	total: 1.41s	remaining: 550ms
720:	learn: 0.5961385	total: 1.41s	remaining: 548ms
721:	learn: 0.5960245	total: 1.42s	remaining: 546ms
722:	learn: 0.5959447	total: 1.42s	remaining: 543ms
723:	learn: 0.5958390	total: 1.42s	remaining: 542ms
724:	learn: 0.5957071	total: 1.42s	remaining: 540ms
725:	learn: 0.5956044	total: 1.42s	remaining: 538ms
726:	learn: 0.5956033	total: 1.43s	remaining: 535ms
727:	learn: 0.5955277	total: 1.43s	remaining: 533ms
728:	learn: 0.5954542	total: 1.43s	remaining: 531ms
729:	learn: 0.5953395	total: 1.43s	remaining: 529ms
730:	learn: 0.5952274	total: 1.43s	remaining: 527ms
731:	learn: 0.5951639	total: 1.43s	remaining: 525ms
732:	learn: 0.5950368	total: 1.44s	remaining: 523ms
733:	learn: 0.5949547	total: 1.44s	remaining: 521ms
734:	learn: 0.5948531	total: 1.44s	remaining: 519ms
735:	learn: 0.5947723	total: 1.44s	remaining: 517ms
736:	learn: 0.5946683	total: 1.44s	remaining: 515ms
737:	learn: 0.5945559	total: 1.45s	remaining: 513ms
738:	learn: 0.5944439	total: 1.45s	remaining: 511ms
739:	learn: 0.5943590	total: 1.45s	remaining: 509ms
740:	learn: 0.5942890	total: 1.45s	remaining: 507ms
741:	learn: 0.5941699	total: 1.45s	remaining: 505ms
742:	learn: 0.5940891	total: 1.46s	remaining: 504ms
743:	learn: 0.5939653	total: 1.46s	remaining: 502ms
744:	learn: 0.5938354	total: 1.46s	remaining: 500ms
745:	learn: 0.5937388	total: 1.46s	remaining: 498ms
746:	learn: 0.5936562	total: 1.46s	remaining: 496ms
747:	learn: 0.5935702	total: 1.47s	remaining: 494ms
748:	learn: 0.5934879	total: 1.47s	remaining: 492ms
749:	learn: 0.5933924	total: 1.47s	remaining: 490ms
750:	learn: 0.5932553	total: 1.47s	remaining: 488ms
751:	learn: 0.5931867	total: 1.47s	remaining: 486ms
752:	learn: 0.5930640	total: 1.48s	remaining: 484ms
753:	learn: 0.5929048	total: 1.48s	remaining: 482ms
754:	learn: 0.5928198	total: 1.48s	remaining: 480ms
755:	learn: 0.5927269	total: 1.48s	remaining: 478ms
756:	learn: 0.5926412	total: 1.48s	remaining: 476ms
757:	learn: 0.5925426	total: 1.49s	remaining: 474ms
758:	learn: 0.5924362	total: 1.49s	remaining: 472ms
759:	learn: 0.5923687	total: 1.49s	remaining: 470ms
760:	learn: 0.5923095	total: 1.49s	remaining: 468ms
761:	learn: 0.5922518	total: 1.49s	remaining: 466ms
762:	learn: 0.5921993	total: 1.5s	remaining: 464ms
763:	learn: 0.5921196	total: 1.5s	remaining: 463ms
764:	learn: 0.5919699	total: 1.5s	remaining: 461ms
765:	learn: 0.5919124	total: 1.5s	remaining: 459ms
766:	learn: 0.5918462	total: 1.5s	remaining: 457ms
767:	learn: 0.5917750	total: 1.5s	remaining: 455ms
768:	learn: 0.5916816	total: 1.51s	remaining: 453ms
769:	learn: 0.5916174	total: 1.51s	remaining: 451ms
770:	learn: 0.5916021	total: 1.51s	remaining: 448ms
771:	learn: 0.5915089	total: 1.51s	remaining: 447ms
772:	learn: 0.5913795	total: 1.51s	remaining: 444ms
773:	learn: 0.5913009	total: 1.51s	remaining: 442ms
774:	learn: 0.5911790	total: 1.52s	remaining: 440ms
775:	learn: 0.5910786	total: 1.52s	remaining: 438ms
776:	learn: 0.5909180	total: 1.52s	remaining: 437ms
777:	learn: 0.5908401	total: 1.52s	remaining: 435ms
778:	learn: 0.5907770	total: 1.52s	remaining: 432ms
779:	learn: 0.5906373	total: 1.53s	remaining: 431ms
780:	learn: 0.5905301	total: 1.53s	remaining: 429ms
781:	learn: 0.5904298	total: 1.53s	remaining: 427ms
782:	learn: 0.5903744	total: 1.53s	remaining: 425ms
783:	learn: 0.5903106	total: 1.53s	remaining: 422ms
784:	learn: 0.5901682	total: 1.53s	remaining: 421ms
785:	learn: 0.5900799	total: 1.54s	remaining: 419ms
786:	learn: 0.5899582	total: 1.54s	remaining: 417ms
[2023-11-14T04:54:47.997+0000] {docker.py:406} INFO - 787:	learn: 0.5898748	total: 1.54s	remaining: 415ms
788:	learn: 0.5897986	total: 1.54s	remaining: 413ms
789:	learn: 0.5896713	total: 1.55s	remaining: 411ms
790:	learn: 0.5896408	total: 1.55s	remaining: 409ms
791:	learn: 0.5895792	total: 1.55s	remaining: 407ms
792:	learn: 0.5895186	total: 1.55s	remaining: 405ms
793:	learn: 0.5894267	total: 1.55s	remaining: 403ms
794:	learn: 0.5893518	total: 1.55s	remaining: 401ms
795:	learn: 0.5892410	total: 1.56s	remaining: 399ms
796:	learn: 0.5891956	total: 1.56s	remaining: 397ms
797:	learn: 0.5891578	total: 1.56s	remaining: 395ms
798:	learn: 0.5891193	total: 1.56s	remaining: 393ms
799:	learn: 0.5890058	total: 1.56s	remaining: 391ms
800:	learn: 0.5889376	total: 1.56s	remaining: 389ms
801:	learn: 0.5888586	total: 1.57s	remaining: 387ms
802:	learn: 0.5888112	total: 1.57s	remaining: 385ms
803:	learn: 0.5886874	total: 1.57s	remaining: 383ms
804:	learn: 0.5885370	total: 1.57s	remaining: 381ms
805:	learn: 0.5884585	total: 1.57s	remaining: 379ms
806:	learn: 0.5883726	total: 1.58s	remaining: 377ms
807:	learn: 0.5883029	total: 1.58s	remaining: 375ms
808:	learn: 0.5882104	total: 1.58s	remaining: 373ms
