[2023-11-13T06:57:53.179+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-13T06:57:51.880969+00:00 [queued]>
[2023-11-13T06:57:53.187+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-13T06:57:51.880969+00:00 [queued]>
[2023-11-13T06:57:53.187+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2023-11-13T06:57:53.198+0000] {taskinstance.py:1380} INFO - Executing <Task(DockerOperator): train_task> on 2023-11-13 06:57:51.880969+00:00
[2023-11-13T06:57:53.202+0000] {standard_task_runner.py:57} INFO - Started process 73 to run task
[2023-11-13T06:57:53.206+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'docker_cb', 'train_task', 'manual__2023-11-13T06:57:51.880969+00:00', '--job-id', '11', '--raw', '--subdir', 'DAGS_FOLDER/catboost/docker.py', '--cfg-path', '/tmp/tmpfqxifx00']
[2023-11-13T06:57:53.208+0000] {standard_task_runner.py:85} INFO - Job 11: Subtask train_task
[2023-11-13T06:57:53.250+0000] {task_command.py:415} INFO - Running <TaskInstance: docker_cb.train_task manual__2023-11-13T06:57:51.880969+00:00 [running]> on host aeca72838768
[2023-11-13T06:57:53.323+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='docker_cb' AIRFLOW_CTX_TASK_ID='train_task' AIRFLOW_CTX_EXECUTION_DATE='2023-11-13T06:57:51.880969+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-11-13T06:57:51.880969+00:00'
[2023-11-13T06:57:53.403+0000] {docker.py:337} INFO - Starting docker container from image dunghoang99/***-cb-stage:0.0.1
[2023-11-13T06:57:53.414+0000] {docker.py:345} WARNING - Using remote engine or docker-in-docker and mounting temporary volume from host is not supported. Falling back to `mount_tmp_dir=False` mode. You can set `mount_tmp_dir` parameter to False to disable mounting and remove the warning
[2023-11-13T06:57:55.593+0000] {docker.py:406} INFO - Data train: X_train shape (10099, 8), y_train shape (10099,)
Data test: X_test shape (1123, 8), y_test shape (1123,)
0:	learn: 0.6923545	total: 50.4ms	remaining: 50.3s
385:	learn: 0.6309140	total: 876ms	remaining: 1.39s
386:	learn: 0.6307977	total: 878ms	remaining: 1.39s
387:	learn: 0.6306638	total: 881ms	remaining: 1.39s
388:	learn: 0.6305415	total: 883ms	remaining: 1.39s
389:	learn: 0.6304331	total: 884ms	remaining: 1.38s
390:	learn: 0.6303814	total: 886ms	remaining: 1.38s
391:	learn: 0.6302764	total: 888ms	remaining: 1.38s
392:	learn: 0.6301565	total: 890ms	remaining: 1.37s
393:	learn: 0.6299922	total: 892ms	remaining: 1.37s
394:	learn: 0.6298995	total: 893ms	remaining: 1.37s
395:	learn: 0.6297126	total: 895ms	remaining: 1.36s
396:	learn: 0.6296159	total: 897ms	remaining: 1.36s
397:	learn: 0.6294850	total: 899ms	remaining: 1.36s
398:	learn: 0.6293827	total: 901ms	remaining: 1.36s
399:	learn: 0.6292972	total: 903ms	remaining: 1.35s
400:	learn: 0.6292146	total: 905ms	remaining: 1.35s
401:	learn: 0.6291288	total: 907ms	remaining: 1.35s
402:	learn: 0.6289567	total: 909ms	remaining: 1.35s
403:	learn: 0.6288679	total: 911ms	remaining: 1.34s
404:	learn: 0.6286697	total: 913ms	remaining: 1.34s
405:	learn: 0.6286098	total: 915ms	remaining: 1.34s
406:	learn: 0.6284586	total: 917ms	remaining: 1.34s
407:	learn: 0.6283428	total: 919ms	remaining: 1.33s
408:	learn: 0.6281978	total: 922ms	remaining: 1.33s
409:	learn: 0.6280356	total: 923ms	remaining: 1.33s
410:	learn: 0.6280356	total: 925ms	remaining: 1.32s
411:	learn: 0.6279721	total: 927ms	remaining: 1.32s
412:	learn: 0.6278084	total: 929ms	remaining: 1.32s
413:	learn: 0.6276854	total: 931ms	remaining: 1.32s
414:	learn: 0.6275563	total: 933ms	remaining: 1.31s
415:	learn: 0.6274238	total: 935ms	remaining: 1.31s
416:	learn: 0.6273017	total: 937ms	remaining: 1.31s
417:	learn: 0.6272296	total: 939ms	remaining: 1.31s
418:	learn: 0.6271100	total: 941ms	remaining: 1.3s
419:	learn: 0.6269836	total: 943ms	remaining: 1.3s
420:	learn: 0.6268295	total: 945ms	remaining: 1.3s
421:	learn: 0.6267429	total: 947ms	remaining: 1.3s
422:	learn: 0.6266819	total: 949ms	remaining: 1.29s
423:	learn: 0.6265600	total: 951ms	remaining: 1.29s
424:	learn: 0.6264649	total: 953ms	remaining: 1.29s
425:	learn: 0.6263729	total: 955ms	remaining: 1.29s
426:	learn: 0.6262960	total: 957ms	remaining: 1.28s
427:	learn: 0.6262138	total: 959ms	remaining: 1.28s
428:	learn: 0.6260509	total: 962ms	remaining: 1.28s
429:	learn: 0.6260509	total: 963ms	remaining: 1.28s
430:	learn: 0.6259464	total: 965ms	remaining: 1.27s
431:	learn: 0.6258391	total: 967ms	remaining: 1.27s
432:	learn: 0.6256904	total: 968ms	remaining: 1.27s
433:	learn: 0.6255751	total: 971ms	remaining: 1.26s
434:	learn: 0.6254203	total: 973ms	remaining: 1.26s
435:	learn: 0.6252360	total: 975ms	remaining: 1.26s
436:	learn: 0.6251150	total: 977ms	remaining: 1.26s
437:	learn: 0.6249570	total: 979ms	remaining: 1.26s
438:	learn: 0.6247714	total: 981ms	remaining: 1.25s
439:	learn: 0.6246823	total: 985ms	remaining: 1.25s
440:	learn: 0.6245888	total: 987ms	remaining: 1.25s
441:	learn: 0.6245143	total: 989ms	remaining: 1.25s
442:	learn: 0.6244528	total: 991ms	remaining: 1.25s
443:	learn: 0.6243121	total: 993ms	remaining: 1.24s
444:	learn: 0.6241623	total: 995ms	remaining: 1.24s
445:	learn: 0.6240554	total: 997ms	remaining: 1.24s
446:	learn: 0.6239575	total: 1s	remaining: 1.24s
447:	learn: 0.6239317	total: 1s	remaining: 1.24s
448:	learn: 0.6238319	total: 1s	remaining: 1.23s
449:	learn: 0.6237147	total: 1.01s	remaining: 1.23s
450:	learn: 0.6235994	total: 1.01s	remaining: 1.23s
451:	learn: 0.6234537	total: 1.01s	remaining: 1.23s
452:	learn: 0.6234537	total: 1.01s	remaining: 1.22s
453:	learn: 0.6234131	total: 1.02s	remaining: 1.22s
454:	learn: 0.6232737	total: 1.02s	remaining: 1.22s
455:	learn: 0.6231524	total: 1.02s	remaining: 1.22s
456:	learn: 0.6230397	total: 1.02s	remaining: 1.22s
457:	learn: 0.6228921	total: 1.02s	remaining: 1.21s
458:	learn: 0.6227709	total: 1.03s	remaining: 1.21s
459:	learn: 0.6226567	total: 1.03s	remaining: 1.21s
460:	learn: 0.6225236	total: 1.03s	remaining: 1.21s
461:	learn: 0.6223781	total: 1.03s	remaining: 1.2s
462:	learn: 0.6223077	total: 1.03s	remaining: 1.2s
463:	learn: 0.6222188	total: 1.04s	remaining: 1.2s
464:	learn: 0.6221189	total: 1.04s	remaining: 1.19s
465:	learn: 0.6220332	total: 1.04s	remaining: 1.19s
466:	learn: 0.6219585	total: 1.04s	remaining: 1.19s
467:	learn: 0.6217562	total: 1.04s	remaining: 1.19s
468:	learn: 0.6216426	total: 1.05s	remaining: 1.18s
469:	learn: 0.6214774	total: 1.05s	remaining: 1.18s
470:	learn: 0.6213476	total: 1.05s	remaining: 1.18s
471:	learn: 0.6211440	total: 1.06s	remaining: 1.19s
472:	learn: 0.6210928	total: 1.07s	remaining: 1.19s
[2023-11-13T06:57:56.613+0000] {docker.py:406} INFO - 473:	learn: 0.6209256	total: 1.07s	remaining: 1.19s
474:	learn: 0.6208523	total: 1.07s	remaining: 1.18s
475:	learn: 0.6207312	total: 1.07s	remaining: 1.18s
476:	learn: 0.6206322	total: 1.07s	remaining: 1.18s
477:	learn: 0.6205293	total: 1.08s	remaining: 1.18s
478:	learn: 0.6204387	total: 1.08s	remaining: 1.17s
479:	learn: 0.6203276	total: 1.08s	remaining: 1.17s
480:	learn: 0.6202013	total: 1.08s	remaining: 1.17s
481:	learn: 0.6201027	total: 1.08s	remaining: 1.17s
482:	learn: 0.6199864	total: 1.09s	remaining: 1.16s
483:	learn: 0.6198647	total: 1.09s	remaining: 1.16s
484:	learn: 0.6197893	total: 1.09s	remaining: 1.16s
485:	learn: 0.6196563	total: 1.09s	remaining: 1.16s
486:	learn: 0.6195380	total: 1.09s	remaining: 1.15s
487:	learn: 0.6193138	total: 1.1s	remaining: 1.15s
488:	learn: 0.6192141	total: 1.1s	remaining: 1.15s
489:	learn: 0.6191219	total: 1.1s	remaining: 1.15s
490:	learn: 0.6189904	total: 1.1s	remaining: 1.14s
491:	learn: 0.6189125	total: 1.1s	remaining: 1.14s
492:	learn: 0.6188145	total: 1.11s	remaining: 1.14s
493:	learn: 0.6186781	total: 1.11s	remaining: 1.14s
494:	learn: 0.6185692	total: 1.11s	remaining: 1.13s
495:	learn: 0.6184836	total: 1.11s	remaining: 1.13s
496:	learn: 0.6183807	total: 1.11s	remaining: 1.13s
497:	learn: 0.6182751	total: 1.12s	remaining: 1.13s
498:	learn: 0.6180984	total: 1.12s	remaining: 1.12s
499:	learn: 0.6180262	total: 1.12s	remaining: 1.12s
500:	learn: 0.6179351	total: 1.12s	remaining: 1.12s
501:	learn: 0.6177696	total: 1.12s	remaining: 1.11s
502:	learn: 0.6176762	total: 1.13s	remaining: 1.11s
503:	learn: 0.6175644	total: 1.13s	remaining: 1.11s
504:	learn: 0.6174453	total: 1.13s	remaining: 1.11s
505:	learn: 0.6174023	total: 1.13s	remaining: 1.1s
506:	learn: 0.6173151	total: 1.13s	remaining: 1.1s
507:	learn: 0.6171657	total: 1.14s	remaining: 1.1s
508:	learn: 0.6170813	total: 1.14s	remaining: 1.1s
509:	learn: 0.6169006	total: 1.14s	remaining: 1.09s
510:	learn: 0.6167746	total: 1.14s	remaining: 1.09s
511:	learn: 0.6167084	total: 1.14s	remaining: 1.09s
512:	learn: 0.6165966	total: 1.14s	remaining: 1.09s
513:	learn: 0.6164887	total: 1.15s	remaining: 1.08s
514:	learn: 0.6163787	total: 1.15s	remaining: 1.08s
515:	learn: 0.6162456	total: 1.15s	remaining: 1.08s
516:	learn: 0.6160456	total: 1.15s	remaining: 1.08s
517:	learn: 0.6159373	total: 1.16s	remaining: 1.07s
518:	learn: 0.6158952	total: 1.16s	remaining: 1.07s
519:	learn: 0.6158095	total: 1.16s	remaining: 1.07s
520:	learn: 0.6157180	total: 1.16s	remaining: 1.07s
521:	learn: 0.6155973	total: 1.16s	remaining: 1.06s
522:	learn: 0.6154672	total: 1.16s	remaining: 1.06s
523:	learn: 0.6153784	total: 1.17s	remaining: 1.06s
524:	learn: 0.6152734	total: 1.17s	remaining: 1.06s
525:	learn: 0.6151918	total: 1.17s	remaining: 1.05s
526:	learn: 0.6150743	total: 1.17s	remaining: 1.05s
527:	learn: 0.6149737	total: 1.17s	remaining: 1.05s
528:	learn: 0.6147595	total: 1.18s	remaining: 1.05s
529:	learn: 0.6146458	total: 1.18s	remaining: 1.04s
530:	learn: 0.6145814	total: 1.18s	remaining: 1.04s
531:	learn: 0.6145101	total: 1.18s	remaining: 1.04s
532:	learn: 0.6144299	total: 1.18s	remaining: 1.04s
533:	learn: 0.6142412	total: 1.19s	remaining: 1.03s
534:	learn: 0.6141756	total: 1.19s	remaining: 1.03s
535:	learn: 0.6140862	total: 1.19s	remaining: 1.03s
536:	learn: 0.6139905	total: 1.19s	remaining: 1.03s
537:	learn: 0.6138335	total: 1.2s	remaining: 1.03s
538:	learn: 0.6137928	total: 1.2s	remaining: 1.02s
539:	learn: 0.6136780	total: 1.2s	remaining: 1.02s
540:	learn: 0.6135036	total: 1.2s	remaining: 1.02s
541:	learn: 0.6133998	total: 1.2s	remaining: 1.02s
542:	learn: 0.6132955	total: 1.21s	remaining: 1.01s
543:	learn: 0.6131732	total: 1.21s	remaining: 1.01s
544:	learn: 0.6130442	total: 1.21s	remaining: 1.01s
545:	learn: 0.6129667	total: 1.21s	remaining: 1.01s
546:	learn: 0.6128662	total: 1.22s	remaining: 1.01s
547:	learn: 0.6128030	total: 1.22s	remaining: 1s
548:	learn: 0.6126894	total: 1.22s	remaining: 1s
549:	learn: 0.6126088	total: 1.22s	remaining: 1s
550:	learn: 0.6125312	total: 1.23s	remaining: 999ms
551:	learn: 0.6124693	total: 1.23s	remaining: 996ms
552:	learn: 0.6122937	total: 1.23s	remaining: 994ms
553:	learn: 0.6122089	total: 1.24s	remaining: 997ms
554:	learn: 0.6122077	total: 1.24s	remaining: 994ms
555:	learn: 0.6120588	total: 1.24s	remaining: 991ms
556:	learn: 0.6119519	total: 1.24s	remaining: 989ms
557:	learn: 0.6117772	total: 1.25s	remaining: 986ms
558:	learn: 0.6116340	total: 1.25s	remaining: 984ms
559:	learn: 0.6115722	total: 1.25s	remaining: 982ms
560:	learn: 0.6114904	total: 1.25s	remaining: 979ms
561:	learn: 0.6114182	total: 1.25s	remaining: 977ms
562:	learn: 0.6113002	total: 1.25s	remaining: 974ms
563:	learn: 0.6112423	total: 1.26s	remaining: 972ms
564:	learn: 0.6112295	total: 1.26s	remaining: 969ms
565:	learn: 0.6111500	total: 1.26s	remaining: 967ms
566:	learn: 0.6110689	total: 1.26s	remaining: 964ms
567:	learn: 0.6109381	total: 1.26s	remaining: 962ms
568:	learn: 0.6108695	total: 1.27s	remaining: 960ms
569:	learn: 0.6107041	total: 1.27s	remaining: 957ms
570:	learn: 0.6106115	total: 1.27s	remaining: 955ms
571:	learn: 0.6105060	total: 1.27s	remaining: 952ms
572:	learn: 0.6103796	total: 1.27s	remaining: 950ms
573:	learn: 0.6102991	total: 1.28s	remaining: 947ms
574:	learn: 0.6101938	total: 1.28s	remaining: 945ms
575:	learn: 0.6100903	total: 1.28s	remaining: 943ms
576:	learn: 0.6100025	total: 1.28s	remaining: 940ms
577:	learn: 0.6098966	total: 1.28s	remaining: 938ms
578:	learn: 0.6097982	total: 1.29s	remaining: 935ms
579:	learn: 0.6096434	total: 1.29s	remaining: 933ms
580:	learn: 0.6095652	total: 1.29s	remaining: 930ms
581:	learn: 0.6094722	total: 1.29s	remaining: 928ms
582:	learn: 0.6094164	total: 1.29s	remaining: 926ms
583:	learn: 0.6093740	total: 1.3s	remaining: 924ms
584:	learn: 0.6093186	total: 1.3s	remaining: 921ms
585:	learn: 0.6092638	total: 1.3s	remaining: 919ms
586:	learn: 0.6090566	total: 1.3s	remaining: 916ms
587:	learn: 0.6089740	total: 1.3s	remaining: 914ms
588:	learn: 0.6088874	total: 1.31s	remaining: 911ms
589:	learn: 0.6087092	total: 1.31s	remaining: 909ms
590:	learn: 0.6085722	total: 1.31s	remaining: 907ms
591:	learn: 0.6084803	total: 1.31s	remaining: 905ms
592:	learn: 0.6084392	total: 1.31s	remaining: 903ms
593:	learn: 0.6083359	total: 1.32s	remaining: 902ms
594:	learn: 0.6082674	total: 1.32s	remaining: 900ms
595:	learn: 0.6081754	total: 1.32s	remaining: 898ms
596:	learn: 0.6081297	total: 1.33s	remaining: 896ms
597:	learn: 0.6080050	total: 1.33s	remaining: 894ms
598:	learn: 0.6078888	total: 1.33s	remaining: 891ms
599:	learn: 0.6077513	total: 1.33s	remaining: 889ms
600:	learn: 0.6076531	total: 1.33s	remaining: 886ms
601:	learn: 0.6075413	total: 1.34s	remaining: 884ms
602:	learn: 0.6074877	total: 1.34s	remaining: 882ms
603:	learn: 0.6074039	total: 1.34s	remaining: 879ms
604:	learn: 0.6073348	total: 1.34s	remaining: 877ms
605:	learn: 0.6072145	total: 1.34s	remaining: 874ms
606:	learn: 0.6071670	total: 1.35s	remaining: 872ms
607:	learn: 0.6071075	total: 1.35s	remaining: 869ms
608:	learn: 0.6070028	total: 1.35s	remaining: 867ms
609:	learn: 0.6069359	total: 1.35s	remaining: 865ms
610:	learn: 0.6068634	total: 1.35s	remaining: 862ms
611:	learn: 0.6067466	total: 1.36s	remaining: 860ms
612:	learn: 0.6066537	total: 1.36s	remaining: 857ms
613:	learn: 0.6065326	total: 1.36s	remaining: 855ms
614:	learn: 0.6063912	total: 1.36s	remaining: 853ms
615:	learn: 0.6062132	total: 1.36s	remaining: 851ms
616:	learn: 0.6060704	total: 1.37s	remaining: 848ms
617:	learn: 0.6059390	total: 1.37s	remaining: 846ms
618:	learn: 0.6058713	total: 1.37s	remaining: 843ms
619:	learn: 0.6057550	total: 1.37s	remaining: 841ms
620:	learn: 0.6057052	total: 1.37s	remaining: 839ms
621:	learn: 0.6056852	total: 1.38s	remaining: 836ms
622:	learn: 0.6055799	total: 1.38s	remaining: 834ms
623:	learn: 0.6054673	total: 1.38s	remaining: 832ms
624:	learn: 0.6054069	total: 1.38s	remaining: 829ms
625:	learn: 0.6053312	total: 1.38s	remaining: 827ms
626:	learn: 0.6051600	total: 1.39s	remaining: 824ms
627:	learn: 0.6049576	total: 1.39s	remaining: 822ms
628:	learn: 0.6048490	total: 1.39s	remaining: 820ms
629:	learn: 0.6047749	total: 1.39s	remaining: 817ms
630:	learn: 0.6046933	total: 1.39s	remaining: 815ms
[2023-11-13T06:57:56.961+0000] {docker.py:406} INFO - 631:	learn: 0.6046094	total: 1.4s	remaining: 813ms
632:	learn: 0.6044353	total: 1.4s	remaining: 811ms
633:	learn: 0.6043207	total: 1.4s	remaining: 809ms
634:	learn: 0.6042230	total: 1.4s	remaining: 806ms
635:	learn: 0.6041278	total: 1.4s	remaining: 804ms
636:	learn: 0.6040377	total: 1.41s	remaining: 802ms
637:	learn: 0.6039709	total: 1.41s	remaining: 800ms
638:	learn: 0.6038374	total: 1.41s	remaining: 797ms
639:	learn: 0.6037782	total: 1.41s	remaining: 795ms
640:	learn: 0.6036384	total: 1.42s	remaining: 793ms
641:	learn: 0.6035739	total: 1.42s	remaining: 791ms
642:	learn: 0.6034793	total: 1.42s	remaining: 789ms
643:	learn: 0.6033878	total: 1.42s	remaining: 787ms
644:	learn: 0.6032866	total: 1.43s	remaining: 785ms
645:	learn: 0.6032062	total: 1.43s	remaining: 782ms
646:	learn: 0.6030868	total: 1.43s	remaining: 780ms
647:	learn: 0.6029938	total: 1.43s	remaining: 777ms
648:	learn: 0.6028860	total: 1.43s	remaining: 775ms
649:	learn: 0.6027671	total: 1.44s	remaining: 773ms
650:	learn: 0.6026900	total: 1.44s	remaining: 770ms
651:	learn: 0.6026424	total: 1.44s	remaining: 768ms
652:	learn: 0.6025217	total: 1.44s	remaining: 766ms
653:	learn: 0.6023912	total: 1.44s	remaining: 764ms
654:	learn: 0.6022715	total: 1.45s	remaining: 762ms
655:	learn: 0.6022150	total: 1.45s	remaining: 760ms
656:	learn: 0.6021426	total: 1.45s	remaining: 757ms
657:	learn: 0.6020810	total: 1.45s	remaining: 755ms
658:	learn: 0.6019780	total: 1.45s	remaining: 753ms
659:	learn: 0.6018520	total: 1.46s	remaining: 750ms
660:	learn: 0.6016971	total: 1.46s	remaining: 748ms
661:	learn: 0.6015920	total: 1.46s	remaining: 746ms
662:	learn: 0.6015157	total: 1.46s	remaining: 743ms
663:	learn: 0.6014053	total: 1.46s	remaining: 741ms
664:	learn: 0.6012893	total: 1.47s	remaining: 739ms
665:	learn: 0.6011772	total: 1.47s	remaining: 736ms
666:	learn: 0.6011102	total: 1.47s	remaining: 734ms
667:	learn: 0.6009869	total: 1.47s	remaining: 732ms
668:	learn: 0.6009087	total: 1.47s	remaining: 729ms
669:	learn: 0.6008322	total: 1.48s	remaining: 727ms
670:	learn: 0.6007167	total: 1.48s	remaining: 725ms
671:	learn: 0.6005667	total: 1.48s	remaining: 722ms
672:	learn: 0.6004829	total: 1.48s	remaining: 720ms
673:	learn: 0.6003507	total: 1.48s	remaining: 718ms
674:	learn: 0.6002303	total: 1.49s	remaining: 715ms
675:	learn: 0.6001088	total: 1.49s	remaining: 713ms
676:	learn: 0.6000533	total: 1.49s	remaining: 711ms
677:	learn: 0.5999437	total: 1.49s	remaining: 709ms
678:	learn: 0.5998976	total: 1.49s	remaining: 706ms
679:	learn: 0.5997578	total: 1.5s	remaining: 704ms
680:	learn: 0.5996726	total: 1.5s	remaining: 702ms
681:	learn: 0.5995687	total: 1.5s	remaining: 700ms
682:	learn: 0.5994953	total: 1.5s	remaining: 697ms
683:	learn: 0.5993978	total: 1.5s	remaining: 695ms
684:	learn: 0.5993031	total: 1.51s	remaining: 693ms
685:	learn: 0.5992445	total: 1.51s	remaining: 691ms
686:	learn: 0.5991299	total: 1.51s	remaining: 688ms
687:	learn: 0.5990325	total: 1.51s	remaining: 687ms
688:	learn: 0.5989902	total: 1.52s	remaining: 685ms
689:	learn: 0.5988753	total: 1.52s	remaining: 682ms
690:	learn: 0.5987664	total: 1.52s	remaining: 680ms
691:	learn: 0.5987009	total: 1.52s	remaining: 678ms
692:	learn: 0.5985753	total: 1.52s	remaining: 675ms
693:	learn: 0.5984900	total: 1.53s	remaining: 673ms
694:	learn: 0.5984148	total: 1.53s	remaining: 671ms
695:	learn: 0.5983357	total: 1.53s	remaining: 669ms
696:	learn: 0.5982749	total: 1.53s	remaining: 666ms
697:	learn: 0.5981909	total: 1.53s	remaining: 664ms
698:	learn: 0.5980910	total: 1.54s	remaining: 662ms
699:	learn: 0.5980260	total: 1.54s	remaining: 660ms
700:	learn: 0.5979191	total: 1.54s	remaining: 658ms
701:	learn: 0.5978037	total: 1.54s	remaining: 655ms
702:	learn: 0.5977343	total: 1.54s	remaining: 653ms
703:	learn: 0.5976170	total: 1.55s	remaining: 650ms
704:	learn: 0.5975095	total: 1.55s	remaining: 648ms
705:	learn: 0.5974202	total: 1.55s	remaining: 646ms
706:	learn: 0.5973473	total: 1.55s	remaining: 644ms
707:	learn: 0.5972137	total: 1.56s	remaining: 642ms
708:	learn: 0.5970867	total: 1.56s	remaining: 640ms
709:	learn: 0.5969810	total: 1.56s	remaining: 638ms
710:	learn: 0.5969333	total: 1.56s	remaining: 636ms
711:	learn: 0.5968795	total: 1.56s	remaining: 633ms
712:	learn: 0.5967732	total: 1.57s	remaining: 631ms
713:	learn: 0.5967403	total: 1.57s	remaining: 629ms
714:	learn: 0.5966134	total: 1.57s	remaining: 626ms
715:	learn: 0.5965445	total: 1.57s	remaining: 624ms
716:	learn: 0.5964703	total: 1.57s	remaining: 622ms
717:	learn: 0.5963553	total: 1.58s	remaining: 619ms
718:	learn: 0.5962813	total: 1.58s	remaining: 617ms
719:	learn: 0.5961982	total: 1.58s	remaining: 615ms
720:	learn: 0.5961385	total: 1.58s	remaining: 612ms
721:	learn: 0.5960245	total: 1.58s	remaining: 610ms
722:	learn: 0.5959447	total: 1.59s	remaining: 608ms
723:	learn: 0.5958390	total: 1.59s	remaining: 606ms
724:	learn: 0.5957071	total: 1.59s	remaining: 604ms
725:	learn: 0.5956044	total: 1.59s	remaining: 601ms
726:	learn: 0.5956033	total: 1.59s	remaining: 599ms
727:	learn: 0.5955277	total: 1.6s	remaining: 596ms
728:	learn: 0.5954542	total: 1.6s	remaining: 594ms
729:	learn: 0.5953395	total: 1.6s	remaining: 592ms
730:	learn: 0.5952274	total: 1.6s	remaining: 590ms
731:	learn: 0.5951639	total: 1.6s	remaining: 588ms
732:	learn: 0.5950368	total: 1.61s	remaining: 585ms
733:	learn: 0.5949547	total: 1.61s	remaining: 583ms
734:	learn: 0.5948531	total: 1.61s	remaining: 581ms
735:	learn: 0.5947723	total: 1.61s	remaining: 579ms
736:	learn: 0.5946683	total: 1.61s	remaining: 576ms
737:	learn: 0.5945559	total: 1.62s	remaining: 574ms
738:	learn: 0.5944439	total: 1.62s	remaining: 572ms
739:	learn: 0.5943590	total: 1.62s	remaining: 570ms
740:	learn: 0.5942890	total: 1.62s	remaining: 567ms
741:	learn: 0.5941699	total: 1.62s	remaining: 565ms
742:	learn: 0.5940891	total: 1.63s	remaining: 563ms
743:	learn: 0.5939653	total: 1.63s	remaining: 560ms
744:	learn: 0.5938354	total: 1.63s	remaining: 558ms
745:	learn: 0.5937388	total: 1.63s	remaining: 556ms
746:	learn: 0.5936562	total: 1.64s	remaining: 554ms
747:	learn: 0.5935702	total: 1.64s	remaining: 552ms
748:	learn: 0.5934879	total: 1.64s	remaining: 549ms
749:	learn: 0.5933924	total: 1.64s	remaining: 547ms
750:	learn: 0.5932553	total: 1.64s	remaining: 545ms
751:	learn: 0.5931867	total: 1.65s	remaining: 543ms
752:	learn: 0.5930640	total: 1.65s	remaining: 541ms
753:	learn: 0.5929048	total: 1.65s	remaining: 539ms
754:	learn: 0.5928198	total: 1.65s	remaining: 536ms
755:	learn: 0.5927269	total: 1.65s	remaining: 534ms
756:	learn: 0.5926412	total: 1.66s	remaining: 532ms
757:	learn: 0.5925426	total: 1.66s	remaining: 529ms
758:	learn: 0.5924362	total: 1.66s	remaining: 527ms
759:	learn: 0.5923687	total: 1.66s	remaining: 525ms
760:	learn: 0.5923095	total: 1.66s	remaining: 523ms
761:	learn: 0.5922518	total: 1.67s	remaining: 520ms
762:	learn: 0.5921993	total: 1.67s	remaining: 518ms
763:	learn: 0.5921196	total: 1.67s	remaining: 516ms
764:	learn: 0.5919699	total: 1.67s	remaining: 514ms
765:	learn: 0.5919124	total: 1.67s	remaining: 512ms
766:	learn: 0.5918462	total: 1.68s	remaining: 509ms
767:	learn: 0.5917750	total: 1.68s	remaining: 507ms
768:	learn: 0.5916816	total: 1.68s	remaining: 505ms
769:	learn: 0.5916174	total: 1.68s	remaining: 503ms
770:	learn: 0.5916021	total: 1.69s	remaining: 501ms
771:	learn: 0.5915089	total: 1.69s	remaining: 498ms
772:	learn: 0.5913795	total: 1.69s	remaining: 496ms
773:	learn: 0.5913009	total: 1.69s	remaining: 494ms
774:	learn: 0.5911790	total: 1.69s	remaining: 492ms
775:	learn: 0.5910786	total: 1.7s	remaining: 489ms
776:	learn: 0.5909180	total: 1.7s	remaining: 487ms
777:	learn: 0.5908401	total: 1.7s	remaining: 485ms
778:	learn: 0.5907770	total: 1.7s	remaining: 483ms
779:	learn: 0.5906373	total: 1.71s	remaining: 483ms
780:	learn: 0.5905301	total: 1.72s	remaining: 481ms
781:	learn: 0.5904298	total: 1.72s	remaining: 479ms
782:	learn: 0.5903744	total: 1.72s	remaining: 477ms
783:	learn: 0.5903106	total: 1.72s	remaining: 475ms
784:	learn: 0.5901682	total: 1.72s	remaining: 472ms
785:	learn: 0.5900799	total: 1.73s	remaining: 470ms
786:	learn: 0.5899582	total: 1.73s	remaining: 468ms
787:	learn: 0.5898748	total: 1.73s	remaining: 466ms
[2023-11-13T06:57:57.295+0000] {docker.py:406} INFO - 788:	learn: 0.5897986	total: 1.73s	remaining: 463ms
789:	learn: 0.5896713	total: 1.74s	remaining: 461ms
790:	learn: 0.5896408	total: 1.74s	remaining: 459ms
791:	learn: 0.5895792	total: 1.74s	remaining: 457ms
792:	learn: 0.5895186	total: 1.74s	remaining: 455ms
793:	learn: 0.5894267	total: 1.74s	remaining: 452ms
794:	learn: 0.5893518	total: 1.75s	remaining: 450ms
795:	learn: 0.5892410	total: 1.75s	remaining: 448ms
796:	learn: 0.5891956	total: 1.75s	remaining: 446ms
797:	learn: 0.5891578	total: 1.75s	remaining: 443ms
798:	learn: 0.5891193	total: 1.75s	remaining: 441ms
799:	learn: 0.5890058	total: 1.75s	remaining: 439ms
800:	learn: 0.5889376	total: 1.76s	remaining: 437ms
801:	learn: 0.5888586	total: 1.76s	remaining: 435ms
802:	learn: 0.5888112	total: 1.76s	remaining: 433ms
803:	learn: 0.5886874	total: 1.77s	remaining: 431ms
804:	learn: 0.5885370	total: 1.77s	remaining: 429ms
